id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9744199-B2,"Herpes simplex virus (HSV) with modified tropism, uses and process of preparation thereof ",Alma Mater Studiorum-Universita Di Bologna,"Gabriella Campadelli, Laura Menotti",5/29/2008,9/24/2015,8/29/2017,8/29/2017,https://patents.google.com/patent/US9744199B2/en,https://patentimages.storage.googleapis.com/da/86/42/be405aa02b4f3f/US09744199-20170829-D00001.png
US-9908936-B2,Antibody molecules to LAG-3 and uses thereof ,"Novartis Ag, Immutep S.A.S.","Frédéric Triebel, Chrystelle Brignone, Walter A. Blattler, Jennifer Marie Mataraza, Catherine Anne Sabatos-Peyton, Hwai Wen Chang, Gerhard Johann Frey",3/14/2014,3/24/2017,3/6/2018,3/6/2018,https://patents.google.com/patent/US9908936B2/en,https://patentimages.storage.googleapis.com/62/32/e6/652101b1201265/US09908936-20180306-D00001.png
US-8642257-B2,Vaccinia virus for diagnosis and therapy of tumors ,Genelux Corporation,"Aladar A. Szalay, Yong A. Yu, Shahrokh Shabahang, Tatyana Timiryasova",7/31/2001,7/31/2002,2/4/2014,2/4/2014,https://patents.google.com/patent/US8642257B2/en,https://patentimages.storage.googleapis.com/3b/14/36/334151c5eeaabf/US08642257-20140204-D00001.png
US-8722853-B2,Methods and systems for adenovirus interaction with desmoglein 2 (DSG2) ,University Of Washington Through Its Center For Commercialization,"Andre Lieber, Hongjie Wang",6/10/2010,6/10/2011,5/13/2014,5/13/2014,https://patents.google.com/patent/US8722853B2/en,https://patentimages.storage.googleapis.com/a4/a0/cc/22c6649bf88f29/US08722853-20140513-D00001.png
US-10328130-B2,Modified hyaluronidases and uses in treating hyaluronan-associated diseases and conditions ,"Halozyme, Inc.","Gregory I. Frost, Ping Jiang, Curtis B. Thompson",4/14/2008,2/22/2012,6/25/2019,6/25/2019,https://patents.google.com/patent/US10328130B2/en,https://patentimages.storage.googleapis.com/77/a9/43/4fe96d73275361/US10328130-20190625-D00001.png
US-7608602-B2,"Gemcitabine prodrugs, pharmaceutical compositions and uses thereof ","Xenoport, Inc.","Mark A. Gallop, Ge Peng, Thomas F. Woiwode, Kenneth C. Cundy",11/4/2002,8/24/2007,10/27/2009,10/27/2009,https://patents.google.com/patent/US7608602B2/en,
US-6511967-B1,Use of an internalizing transferrin receptor to image transgene expression ,The General Hospital Corporation,"Ralph Weissleder, James P. Basilion, Ennio Antonio Chiocca",4/23/1999,4/21/2000,1/28/2003,1/28/2003,https://patents.google.com/patent/US6511967B1/en,https://patentimages.storage.googleapis.com/9d/25/3b/c38aa97d3c0b1d/US06511967-20030128-D00001.png
US-9040050-B2,Combination treatment of CD38-expressing tumors ,Genmab A/S,"Jan van de Winkel, Paul Parren, Yvo Graus, Judith Oprins, Michel De Weers, Martine van Vugt, Ole Baadsgaard, Steen Lisby",9/26/2006,9/26/2007,5/26/2015,5/26/2015,https://patents.google.com/patent/US9040050B2/en,https://patentimages.storage.googleapis.com/0a/d4/f3/e6537fa3e13f2e/US09040050-20150526-D00001.png
US-9938345-B2,Human antibodies to PD-L1 ,"Regeneron Pharmaceuticals, Inc.","Nicholas J. Papadopoulos, Andrew J. Murphy, Gavin Thurston, Ella Ioffe, Elena Burova",1/23/2014,1/23/2015,4/10/2018,4/10/2018,https://patents.google.com/patent/US9938345B2/en,https://patentimages.storage.googleapis.com/1f/23/95/807aca716fc87a/US09938345-20180410-D00001.png
US-10034938-B2,Method for treating melanoma using a herpes simplex virus and an immune checkpoint inhibitor ,Amgen Inc.,"Ari Vanderwalde, Mohamed Shabooti",8/30/2012,8/30/2013,7/31/2018,7/31/2018,https://patents.google.com/patent/US10034938B2/en,
US-9750823-B2,"Use of a truncated CCN1 promoter for cancer diagnostics, therapeutics and theranostics ",Virginia Commonwealth University,"Paul B. Fisher, Swadesh K. Das, Rupesh Dash, Devanand Sarkar, Siddik Sarkar, Jolene Windle",6/4/2013,6/4/2014,9/5/2017,9/5/2017,https://patents.google.com/patent/US9750823B2/en,https://patentimages.storage.googleapis.com/ea/3c/b9/f7a3e6c484902e/US09750823-20170905-D00001.png
US-9803006-B2,Targeting of herpes simplex virus to specific receptors ,The University Of Chicago,"Guoying Zhou, Bernard Roizman",10/7/2002,1/5/2015,10/31/2017,10/31/2017,https://patents.google.com/patent/US9803006B2/en,https://patentimages.storage.googleapis.com/53/8f/fc/856279dadbe131/US09803006-20171031-D00001.png
US-7550148-B2,Targeting of Herpes simplex virus to specific receptors ,The University Of Chicago,"Guoying Zhou, Bernard Roizman",10/7/2002,8/30/2005,6/23/2009,6/23/2009,https://patents.google.com/patent/US7550148B2/en,https://patentimages.storage.googleapis.com/US7550148B2/US07550148-20090623-D00001.png
US-9809803-B2,Mitogen-activated protein kinase-dependent recombinant vaccinia virus (MD-RVV) and use thereof ,"National University Corporation Tottori University, The Chemo-Sero-Therapeutic Research Institute",Takafumi Nakamura,11/21/2013,11/20/2014,11/7/2017,11/7/2017,https://patents.google.com/patent/US9809803B2/en,https://patentimages.storage.googleapis.com/32/a4/c3/32a6fe3aaae7cd/US09809803-20171107-D00000.png
US-6673602-B1,Herpes simplex virus amplicon vector targeting system and method of using same ,"The General Hospital Corporation, The Regents Of The University Of California","Matthew A. Spear, Xandra O. Breakefield",6/11/1999,6/12/2000,1/6/2004,1/6/2004,https://patents.google.com/patent/US6673602B1/en,https://patentimages.storage.googleapis.com/89/a4/6b/99f5d2122778ed/US06673602-20040106-D00001.png
US-7208313-B2,Combined growth factor-deleted and thymidine kinase-deleted vaccinia virus vector ,United States Of America As Represented By The Secretary Of The Department Of Health And Human Services,"J. Andrea McCart, David L. Bartlett, Bernard Moss",5/28/1999,11/13/2001,4/24/2007,4/24/2007,https://patents.google.com/patent/US7208313B2/en,https://patentimages.storage.googleapis.com/US7208313B2/US07208313-20070424-D00001.png
US-8282916-B2,Tumor therapy with replication competent sindbis viral vectors ,New York University,"Daniel Meruelo, Jen-Chieh Tseng",2/21/2008,2/20/2009,10/9/2012,10/9/2012,https://patents.google.com/patent/US8282916B2/en,https://patentimages.storage.googleapis.com/c5/f4/93/77dd640786d098/US08282916-20121009-D00001.png
US-7303739-B2,Prodrugs for liver specific drug delivery ,"Metabasis Therapeutics, Inc.","Mark D. Erion, K. Raja Reddy",9/8/1999,5/12/2004,12/4/2007,12/4/2007,https://patents.google.com/patent/US7303739B2/en,
US-9957575-B2,Methods for detecting CpG methylation and for diagnosing cancer ,Epigenomics Ag,"Denise KOTTWITZ, Jörn Lewin, Anne SCHLEGEL, Reimo Tetzner",12/19/2014,2/17/2017,5/1/2018,5/1/2018,https://patents.google.com/patent/US9957575B2/en,https://patentimages.storage.googleapis.com/18/74/d7/c2149ac67a6c42/US09957575-20180501-D00001.png
US-8299088-B2,Compositions and methods for treating cancer ,"Threshold Pharmaceuticals, Inc.","Mark Matteucci, Photon Rao, Jian-Xin Duan",3/28/2003,6/12/2009,10/30/2012,10/30/2012,https://patents.google.com/patent/US8299088B2/en,
US-6692736-B2,Cell-specific adenovirus vectors comprising an internal ribosome entry site ,"Cell Genesys, Inc.","De-Chao Yu, Yuanhao Li, Andrew S. Little, Daniel R. Henderson",3/24/2000,3/21/2001,2/17/2004,2/17/2004,https://patents.google.com/patent/US6692736B2/en,https://patentimages.storage.googleapis.com/b4/74/d5/b8c5c427ad8480/US06692736-20040217-D00001.png
US-10174326-B2,TLR7 ligand and uses thereof ,Rheinische Friedrich-Wilhelms-Universität Bonn,"Gunther Hartmann, Winfried Barchet, Vera Wimmenauer",3/17/2009,3/17/2010,1/8/2019,1/8/2019,https://patents.google.com/patent/US10174326B2/en,https://patentimages.storage.googleapis.com/9d/f0/62/c4a5ebf4b45072/US10174326-20190108-D00001.png
US-8575333-B2,"Halogenated alkyl di- and trisaccharides, pharmaceutical formulations, diagnostic kits and methods of treatment ",Bahram Memarzadeh,Bahram Memarzadeh,9/14/2006,9/14/2007,11/5/2013,11/5/2013,https://patents.google.com/patent/US8575333B2/en,https://patentimages.storage.googleapis.com/d8/f9/dc/1e48901cd12de8/US08575333-20131105-D00001.png
US-10077301-B2,IL-21 binding proteins ,Monash University,"Charles Reay Mackay, Di Yu",6/27/2013,6/27/2014,9/18/2018,9/18/2018,https://patents.google.com/patent/US10077301B2/en,https://patentimages.storage.googleapis.com/19/ac/0a/99b23d0ec70222/US10077301-20180918-D00001.png
US-7932382-B2,Conformationally constrained Smac mimetics and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Haiying Sun, Zaneta Nikolovska-Coleska, Chao-Yie Yang, Liang Xu",1/16/2004,1/18/2005,4/26/2011,4/26/2011,https://patents.google.com/patent/US7932382B2/en,https://patentimages.storage.googleapis.com/9b/e0/18/9e999cb86586fb/US07932382-20110426-D00001.png
US-9655956-B2,Chimeric nucleic acid molecules with non-AUG translation initiation sequences and uses thereof ,Tapimmune Inc.,Robert Z. Florkiewicz,3/17/2014,7/28/2016,5/23/2017,5/23/2017,https://patents.google.com/patent/US9655956B2/en,https://patentimages.storage.googleapis.com/a7/7e/ce/51173669f06bca/US09655956-20170523-D00001.png
US-7452723-B2,Methods for preventing reovirus recognition for the treatment of cellular proliferative disorders ,Oncolytics Biotech Inc.,"Matthew C. Coffey, Bradley G. Thompson",8/13/1997,10/21/2005,11/18/2008,11/18/2008,https://patents.google.com/patent/US7452723B2/en,
US-8182831-B2,Stable and taste masked pharmaceutical dosage form using porous apatite grains ,Nanotrend Ino-Tech Inc.,"Chang-Yi Lin, Yunn-Tzer Lu, Dean-Mo Liu",3/13/2003,3/16/2004,5/22/2012,5/22/2012,https://patents.google.com/patent/US8182831B2/en,https://patentimages.storage.googleapis.com/4f/4e/e2/47a47b381705d7/US08182831-20120522-D00001.png
US-9428736-B2,Vesicular stomatitis viruses ,Mayo Foundation For Medical Education And Research,"Stephen James Russell, Shruthi Naik",9/2/2010,9/1/2011,8/30/2016,8/30/2016,https://patents.google.com/patent/US9428736B2/en,https://patentimages.storage.googleapis.com/15/26/d1/28436969f7b661/US09428736-20160830-D00001.png
US-7960372-B2,Bivalent Smac mimetics and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Haiying Sun, Dongguang Qin, Zaneta Nikolovska-Coleska, Jianfeng Lu, Su Qiu, Yuefeng Peng, Qian Cai",5/5/2006,5/4/2007,6/14/2011,6/14/2011,https://patents.google.com/patent/US7960372B2/en,https://patentimages.storage.googleapis.com/f3/eb/cc/4a7b8b982ec53b/US07960372-20110614-D00001.png
US-7332169-B2,"Newcastle disease virus infectious clones, vaccines and new diagnostic assays ","Id-Lelystad, Instituut Voor Dierhouderij En Diergezondheid B.V.","Bernardus Petrus Hubertus Peeters, Olav Sven de Leeuw, Guus Koch, Arnoud Leonard Josef Gielkens",6/19/1998,2/26/2004,2/19/2008,2/19/2008,https://patents.google.com/patent/US7332169B2/en,https://patentimages.storage.googleapis.com/US7332169B2/US07332169-20080219-D00001.png
US-8137684-B2,"Formulations of pharmacological agents, methods for the preparation thereof and methods for the use thereof ","Abraxis Bioscience, Llc","Neil P. Desai, Chunlin Tao, Andrew Yang, Leslie Louie, Patrick Soon-Shiong",10/1/1996,9/12/2006,3/20/2012,3/20/2012,https://patents.google.com/patent/US8137684B2/en,https://patentimages.storage.googleapis.com/09/fe/85/65621c67fec961/US08137684-20120320-D00001.png
US-9815901-B2,Treatment of cancer using a CD123 chimeric antigen receptor ,"Novartis Ag, The Trustees Of The University Of Pennsylvania","Jennifer Brogdon, Saar Gill, David Glass, Saad Kenderian, Andreas Loew, Joan Mannick, Michael C. Milone, Leon Murphy, David L. Porter, Marco Ruella, Yongqiang Wang, Qilong Wu, Jiquan Zhang",8/19/2014,8/19/2015,11/14/2017,11/14/2017,https://patents.google.com/patent/US9815901B2/en,https://patentimages.storage.googleapis.com/90/fa/a6/d8b1ddece1b522/US09815901-20171114-D00001.png
US-8652504-B2,Solid polymer delivery compositions and methods for use thereof ,"Medivas, Llc","Hong Li, William G. Turnell, Yumin Yuan, Geoffrey C. Landis, Ryan L. Knoy",9/22/2005,9/21/2006,2/18/2014,2/18/2014,https://patents.google.com/patent/US8652504B2/en,https://patentimages.storage.googleapis.com/6c/61/d1/7250ac9b7692a4/US08652504-20140218-D00000.png
US-9968590-B2,Composition and method for treatment of symptoms associated with various skin conditions ,"Theraceutix, Llc",Douglas A. Pippin,9/29/2011,3/31/2014,5/15/2018,5/15/2018,https://patents.google.com/patent/US9968590B2/en,
US-7462351-B2,Nucleic acid delivery ,"Canji, Inc., Innovata Limited","Susan E. Conroy, Heidrun Engler, Daniel C. Maneval",11/3/2000,5/25/2006,12/9/2008,12/9/2008,https://patents.google.com/patent/US7462351B2/en,https://patentimages.storage.googleapis.com/US7462351B2/US07462351-20081209-D00001.png
US-8853260-B2,"Formulations of pharmacological agents, methods for the preparation thereof and methods for the use thereof ","Abraxis Bioscience, Llc","Neil P. Desai, Patrick Soon-Shiong",6/27/1997,9/12/2006,10/7/2014,10/7/2014,https://patents.google.com/patent/US8853260B2/en,https://patentimages.storage.googleapis.com/6c/69/29/2814b905ad625f/US08853260-20141007-D00000.png
US-7109029-B2,Vector constructs ,"Cell Genesys, Inc.","Lori Clarke, Mario Gorziglia, Paul L. Hallenbeck, John Leonard Jakubczak, Michael Kaleko, Sandrina Phipps",2/23/2001,2/22/2002,9/19/2006,9/19/2006,https://patents.google.com/patent/US7109029B2/en,https://patentimages.storage.googleapis.com/US7109029B2/US07109029-20060919-D00001.png
US-7943373-B2,Telomelysin/GFP-expressing recombinant virus ,"Oncolys Biopharma, Inc.","Toshiyoshi Fujiwara, Noriaki Tanaka, Satoru Kyo, Hiroyuki Mizuguchi, Takao Hayakawa",9/29/2004,6/21/2005,5/17/2011,5/17/2011,https://patents.google.com/patent/US7943373B2/en,https://patentimages.storage.googleapis.com/3d/fb/72/9ddcec9c72f1bc/US07943373-20110517-D00001.png
US-9937207-B2,Targeted disruption of T cell receptor genes using talens ,"Sangamo Therapeutics, Inc., Ospedale San Raffaele Srl","Philip D. Gregory, Michael C. Holmes, David Paschon, Lei Zhang, Maria Chiara Bonini, Pietro Genovese, Zulma Magnani, Sara Mastaglio, Luigi Naldini",3/21/2013,3/20/2014,4/10/2018,4/10/2018,https://patents.google.com/patent/US9937207B2/en,https://patentimages.storage.googleapis.com/dd/fa/59/a443c428bf47d4/US09937207-20180410-D00001.png
US-6610841-B1,Nucleotide-based prodrugs ,"Gilead Sciences, Inc.",Stephen Warren,12/18/1997,12/18/1997,8/26/2003,8/26/2003,https://patents.google.com/patent/US6610841B1/en,https://patentimages.storage.googleapis.com/13/c1/47/ae05000d8efef8/US6610841-drawings-page-2.png
US-5585254-A,Autonomous parvovirus gene delivery vehicles and expression vectors ,"University Of Colorado Foundation, Inc.","Ian H. Maxwell, Jonathan Carlson, Joseph A. Corsini, Françoise Maxwell, Solon L. Rhode",8/21/1987,4/2/1993,12/17/1996,12/17/1996,https://patents.google.com/patent/US5585254A/en,https://patentimages.storage.googleapis.com/6d/4f/4f/c20612c14e0256/US5585254-drawings-page-3.png
US-8901117-B2,Small molecule inhibitors of MDM2 and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Ke Ding, Yipin Lu, Zaneta Nikolovska-Coleska, Su Qiu, Guoping Wang, Dongguang Qin, Sanjeev Kumar",2/22/2005,12/23/2011,12/2/2014,12/2/2014,https://patents.google.com/patent/US8901117B2/en,https://patentimages.storage.googleapis.com/b5/01/94/a71c38e22b0e8d/US08901117-20141202-D00001.png
US-6165502-A,Protein-lipid vesicles and autogenous vaccine comprising the same ,"Albany Medical College, Medical College Of New Jersey","James M. Oleske, Thomas N. Denny, Anthony J. Scolpino, Eleonora Feketeova, Susan Gould-Fogerite, Raphael J. Mannino",9/11/1996,11/9/1998,12/26/2000,12/26/2000,https://patents.google.com/patent/US6165502A/en,
US-9302120-B2,Spiro-oxindole MDM2 antagonists ,The Regents Of The University Of Michigan,"Shaomeng Wang, Yujun Zhao, Wei Sun",11/12/2010,1/31/2014,4/5/2016,4/5/2016,https://patents.google.com/patent/US9302120B2/en,https://patentimages.storage.googleapis.com/a7/6b/07/9adcfac1126f3e/US09302120-20160405-D00001.png
US-8664204-B2,Phosphoramidate alkylator prodrugs ,"Threshold Pharmaceuticals, Inc.","Mark Matteucci, Jian-Xin Duan, Hailong Jiao",6/29/2005,7/12/2013,3/4/2014,3/4/2014,https://patents.google.com/patent/US8664204B2/en,https://patentimages.storage.googleapis.com/b9/21/0f/8b6105a236fb1a/US08664204-20140304-D00001.png
US-7972605-B2,Modified vaccinia ankara virus vaccine ,Duke University,"Dhavalkumar D. Patel, David J. Pickup",9/8/2006,9/10/2007,7/5/2011,7/5/2011,https://patents.google.com/patent/US7972605B2/en,https://patentimages.storage.googleapis.com/af/de/58/4456750cbb5480/US07972605-20110705-D00001.png
US-10307406-B2,Methods and compositions for re-activating Epstein-Barr virus and screening compounds therefor ,"The Wistar Institute Of Anatomy And Biology, Drexel University","Paul M. Lieberman, Nadezhda Tikhmyanova-Eckert, Joseph M. Salvino",8/31/2013,8/29/2014,6/4/2019,6/4/2019,https://patents.google.com/patent/US10307406B2/en,https://patentimages.storage.googleapis.com/76/ba/0e/a99e670a38314c/US10307406-20190604-D00001.png
US-9732346-B2,"SiRNA targeting PRK2, which is hepatitis C virus therapeutic agent ","University-Industry Foundation, Yonsei University",Jong-Won Oh,12/19/2013,12/19/2014,8/15/2017,8/15/2017,https://patents.google.com/patent/US9732346B2/en,https://patentimages.storage.googleapis.com/64/71/96/e59e920e3815cc/US09732346-20170815-D00001.png
US-9217160-B2,Adenoviral assembly method ,Salk Institute For Biological Studies,"Clodagh O'Shea, Colin Powers",8/16/2010,2/15/2013,12/22/2015,12/22/2015,https://patents.google.com/patent/US9217160B2/en,https://patentimages.storage.googleapis.com/ec/c8/2d/056911d2f43df3/US09217160-20151222-D00000.png
US-9974818-B2,PPSA and Pspa polymer-virus complex and pharmaceutical compositions comprising the same ,Industry-University Cooperation Foundation Hanyang University,"Chae Ok Yun, Kasala DAYANANDA",8/12/2015,8/12/2016,5/22/2018,5/22/2018,https://patents.google.com/patent/US9974818B2/en,https://patentimages.storage.googleapis.com/4c/a3/3d/bfd63ff2c82e87/US09974818-20180522-D00001.png
US-9657312-B2,Replication competent pseudo-type retrovirus vector system ,Inje University Industry-Academic Cooperation Foundation,"Yeon Soo Kim, Moon Kyung Kang, A Young Song",3/12/2012,3/13/2012,5/23/2017,5/23/2017,https://patents.google.com/patent/US9657312B2/en,https://patentimages.storage.googleapis.com/9f/ff/3c/82b3eade6edc6e/US09657312-20170523-D00000.png
US-10081796-B2,Neutralization-resistant CDV mutants and viral vectors ,International Aids Vaccine Initiative,"Xinsheng Zhang, Olivia Wallace, Arban Domi, Christopher Parks",1/12/2015,1/12/2016,9/25/2018,9/25/2018,https://patents.google.com/patent/US10081796B2/en,https://patentimages.storage.googleapis.com/32/88/25/2359be468a4939/US10081796-20180925-D00001.png
US-9951117-B2,Vesicular stomatitis viruses ,Mayo Foundation For Medical Education And Research,"Stephen James Russell, Shruthi Naik",9/2/2010,8/24/2016,4/24/2018,4/24/2018,https://patents.google.com/patent/US9951117B2/en,https://patentimages.storage.googleapis.com/2b/bc/ff/4ec32abdba5958/US09951117-20180424-D00001.png
US-8263398-B2,Promoter and viral vector containing the same ,"Liu Jin-Hwang, Chin-Cheng Liu","Jin-Hwang LIU, Chin-Cheng Liu",10/20/2009,10/19/2010,9/11/2012,9/11/2012,https://patents.google.com/patent/US8263398B2/en,https://patentimages.storage.googleapis.com/41/cb/75/91e96e5319fe5e/US08263398-20120911-D00000.png
US-9181196-B2,Pharmaceutical compounds ,Kemotech S.R.L.,"Paolo Lazzari, Matteo Zanda, Monica Sani",4/12/2013,4/10/2014,11/10/2015,11/10/2015,https://patents.google.com/patent/US9181196B2/en,https://patentimages.storage.googleapis.com/d0/06/fd/02d1595927a3bf/US09181196-20151110-D00001.png
US-6133317-A,Oxalic acid or oxalate composition and method of treatment ,Hart; Francis J.,Francis J. Hart,11/15/1995,4/9/1996,10/17/2000,10/17/2000,https://patents.google.com/patent/US6133317A/en,https://patentimages.storage.googleapis.com/10/ed/4e/4962f70d5fb90c/US6133317-drawings-page-3.png
US-6764675-B1,Herpes simplex virus expressing foreign genes and method for treating cancers therewith ,The Uab Research Foundation,"Richard J. Whitley, James MacDowell Markert, George Yancey Gillespie, Jacqueline Ness Parker",6/8/1999,6/8/2000,7/20/2004,7/20/2004,https://patents.google.com/patent/US6764675B1/en,https://patentimages.storage.googleapis.com/e7/26/c7/ccf58d9c5aca1d/US06764675-20040720-D00000.png
US-9993551-B2,Combination therapies of EGFR inhibitors ,Novartis Ag,"David Lebwohl, Malte Peters",9/13/2014,9/11/2015,6/12/2018,6/12/2018,https://patents.google.com/patent/US9993551B2/en,https://patentimages.storage.googleapis.com/86/5c/d1/b12753aca3e2c7/US09993551-20180612-D00001.png
US-7214668-B2,Phosphonic acid based prodrugs of PMEA and its analogues ,"Metabasis Therapeutics, Inc.","K. Raja Reddy, Mark D. Erion, Michael C. Matelich, Joseph J. Kopcho",5/13/2002,5/12/2003,5/8/2007,5/8/2007,https://patents.google.com/patent/US7214668B2/en,
US-9221912-B2,Antibody against the CSF-1R ,Transgene S.A.,"Hélène Haegel, Christine Thioudellet, Michel Geist, Benoît Grellier",3/14/2008,7/1/2013,12/29/2015,12/29/2015,https://patents.google.com/patent/US9221912B2/en,https://patentimages.storage.googleapis.com/50/cd/57/b0102dddb63f74/US09221912-20151229-D00001.png
US-8067567-B2,Modified tert promoter with enhanced tumor-specificity and strength and recombinant vector comprising the same ,"Industry-Academic Cooperation Foundation, Yonsei University","Chae-Ok Yun, Joo-Hang Kim, Jai-Myung Yang",2/27/2003,2/27/2004,11/29/2011,11/29/2011,https://patents.google.com/patent/US8067567B2/en,https://patentimages.storage.googleapis.com/68/bd/f1/6c739be279b388/US08067567-20111129-D00001.png
US-9889214-B2,Removal of microorganisms from fluid samples using nanofiber filtration media ,Emd Millipore Corporation,"Mikhail Kozlov, Wilson Moya, Gabriel Tkacik",3/19/2009,8/30/2017,2/13/2018,2/13/2018,https://patents.google.com/patent/US9889214B2/en,https://patentimages.storage.googleapis.com/99/d7/2b/4dfb4ad8b6facd/US09889214-20180213-D00000.png
US-8735390-B2,Polymorphs and salts ,Glaxosmithkline Intellectual Property Development Limited,"Julie Nicole Hamblin, Paul Spencer Jones, Suzanne Elaine Keeling, Joelle Le, Charlotte Jane Mitchell, Nigel James Parr, Robert David Willacy",9/8/2010,9/6/2011,5/27/2014,5/27/2014,https://patents.google.com/patent/US8735390B2/en,https://patentimages.storage.googleapis.com/cf/0b/76/fe4a3a7a898b3b/US08735390-20140527-D00001.png
US-8877796-B2,Spiro-oxindole MDM2 antagonists ,The Regents Of The University Of Michigan,"Shaomeng Wang, Shanghai Yu, Wei Sun, Sanjeev Kumar, Duxin Sun, Peng Zou, Donna McEachern, Yujun Zhao",11/12/2009,7/17/2013,11/4/2014,11/4/2014,https://patents.google.com/patent/US8877796B2/en,https://patentimages.storage.googleapis.com/23/9e/b2/15879c0c99271d/US08877796-20141104-D00001.png
US-8575162-B2,Compounds ,Glaxosmithkline Intellectual Property Development Limited,"Julie Nicole Hamblin, Paul Spencer Jones, Suzanne Elaine Keeling, Joelle Le, Charlotte Jane Mitchell, Nigel James Parr",4/30/2009,4/28/2010,11/5/2013,11/5/2013,https://patents.google.com/patent/US8575162B2/en,https://patentimages.storage.googleapis.com/c6/74/2b/3d2c52a2b25840/US08575162-20131105-D00001.png
US-8557812-B2,Small molecule inhibitors of anti-apoptotic BCL-2 family members and the uses thereof ,The Regents Of The University Of Michigan,"Shaomeng Wang, Guoping Wang, Guozhi Tang, Renxiao Wang, Zaneta Nikolovska-Coleska, Dajun Yang, Liang Xu",8/20/2004,8/22/2005,10/15/2013,10/15/2013,https://patents.google.com/patent/US8557812B2/en,https://patentimages.storage.googleapis.com/c9/e0/67/2b9d7310bda1bb/US08557812-20131015-D00001.png
US-5922836-A,Mammaglobin antigens ,Washington University,"Mark A. Watson, Timothy P. Fleming",5/31/1995,9/18/1997,7/13/1999,7/13/1999,https://patents.google.com/patent/US5922836A/en,https://patentimages.storage.googleapis.com/54/e9/50/58a9c721a2525f/US5922836-drawings-page-2.png
US-8871905-B2,Modification of CXCR4 using engineered zinc finger proteins ,"Sangamo Biosciences, Inc.","Michael C. Holmes, Jeffrey C. Miller, Jianbin Wang",3/20/2009,3/18/2010,10/28/2014,10/28/2014,https://patents.google.com/patent/US8871905B2/en,https://patentimages.storage.googleapis.com/25/04/5f/a713afb493a5a2/US08871905-20141028-D00001.png
US-7585630-B2,Genetic variants in the TCF7L2 gene as diagnostic markers for risk of type 2 diabetes mellitus ,Decode Genetics Ehf.,Struan F. A. Grant,6/20/2005,6/16/2006,9/8/2009,9/8/2009,https://patents.google.com/patent/US7585630B2/en,https://patentimages.storage.googleapis.com/4d/5f/c6/37a6165ba1dab0/US07585630-20090908-D00001.png
US-8791082-B2,Double-stranded and single-stranded RNA molecules with 5′ triphosphates and their use for inducing interferon ,City Of Hope,"John J. Rossi, Dongho Kim, Patric Lundberg, Edouard Cantin",2/4/2005,9/21/2007,7/29/2014,7/29/2014,https://patents.google.com/patent/US8791082B2/en,https://patentimages.storage.googleapis.com/b8/c2/97/b8e9e8dad6f39b/US08791082-20140729-D00001.png
US-8906369-B2,Ovr110 antibody compositions and methods of use ,"Diadexus, Inc.","Jackie Papkoff, Gundo Diedrich, Shu-Hui Liu, Agnes Nowakowski",11/27/2006,4/24/2013,12/9/2014,12/9/2014,https://patents.google.com/patent/US8906369B2/en,https://patentimages.storage.googleapis.com/29/86/bd/5279ef0eb41e86/US08906369-20141209-D00001.png
US-5017371-A,Method for reducing side effects of cancer therapy ,"Amarillo Cell Culture Company, Incorporated",Joseph M. Cummins,1/6/1988,1/6/1988,5/21/1991,5/21/1991,https://patents.google.com/patent/US5017371A/en,
US-10041049-B2,Method for the production of adenoviral vectors ,Janssen Vaccines & Prevention B.V.,"Alfred Luitjens, John A. Lewis",11/3/2008,10/29/2009,8/7/2018,8/7/2018,https://patents.google.com/patent/US10041049B2/en,https://patentimages.storage.googleapis.com/ed/a0/4a/645dc31528c20f/US10041049-20180807-D00001.png
US-7001892-B1,Pharmaceutical materials and methods for their preparation and use ,Purdue Research Foundation,"Jean A. Chmielewski, Bart E. Kahr, Jerry Lewis",6/11/1999,6/12/2000,2/21/2006,2/21/2006,https://patents.google.com/patent/US7001892B1/en,
US-6875610-B2,Methods and compositions for efficient gene transfer using transcomplementary vectors ,Human Gene Therapy Research Institute,"James N. Higginbotham, Charles J. Link, William J. Ramsey",5/31/2000,5/31/2001,4/5/2005,4/5/2005,https://patents.google.com/patent/US6875610B2/en,https://patentimages.storage.googleapis.com/14/fe/e7/2da7b5d2b938f7/US06875610-20050405-D00001.png
US-6133318-A,"Oxalic acid or oxalate compositions and methods for bacterial, viral, and other diseases or conditions ",Hart; Francis J.,Francis J. Hart,11/15/1995,1/28/1998,10/17/2000,10/17/2000,https://patents.google.com/patent/US6133318A/en,https://patentimages.storage.googleapis.com/d2/22/7e/258c11a4deb953/US6133318-drawings-page-4.png
US-8187594-B2,Transferrin receptor antibodies ,"Macrogenics, Inc.","Jennie P. Mather, Penelope E. Roberts, Ronghao Li",6/7/2004,6/12/2009,5/29/2012,5/29/2012,https://patents.google.com/patent/US8187594B2/en,https://patentimages.storage.googleapis.com/fe/c0/cc/b01554406f70cd/US08187594-20120529-D00001.png
